post_id,date,month,weekday,hour,topic,text,label,sentiment_score,followers,likes,retweets,comments,engagement_total
3294,2025-05-01,5,3,21,Social,Can we talk about work-life? improvement,positive,0.54,2156,636,317,32,985
3295,2025-06-18,6,2,12,Entertainment,"Netflix today, and it was rating",neutral,0.04,98,17,5,4,26
3296,2025-01-19,1,6,17,Finance,"crypto today, and it was recession",negative,-0.91,127,10,4,2,16
3297,2025-03-13,3,3,16,Technology,Can we talk about Tesla? launch,neutral,0.14,31344,7114,1174,1015,9303
3298,2025-06-06,6,4,12,Entertainment,Disney is really amazing,positive,0.82,165,4,0,0,4
3299,2025-05-08,5,3,19,Social,Anyone else think education is improvement?,positive,0.72,109,10,1,1,12
3300,2025-03-27,3,3,21,Technology,Anyone else think robot is review?,neutral,0.27,10664,2376,476,410,3262
3301,2025-06-29,6,6,7,Food,BBQ is really location,neutral,-0.22,2158,326,98,82,506
3302,2025-05-20,5,1,22,Food,Anyone else think BBQ is must-try?,positive,0.74,168,7,2,1,10
3303,2025-03-20,3,3,16,Finance,"funds today, and it was portfolio",neutral,0.27,1691,347,137,91,575
3304,2025-03-23,3,6,21,Food,Just experienced hotpot - price!,neutral,-0.04,140,39,10,9,58
3305,2025-02-22,2,5,23,Food,Just experienced boba tea - hidden gem!,positive,0.89,9913,785,388,215,1388
3306,2025-03-27,3,3,6,Social,health is really positive,positive,0.81,9161,2167,720,248,3135
3307,2025-03-04,3,1,8,Technology,"Apple today, and it was update",neutral,0.18,3178,681,149,196,1026
3308,2025-01-20,1,0,7,Social,education is really survey,neutral,-0.21,2260,485,53,34,572
3309,2025-05-01,5,3,11,Technology,My thoughts on Apple: breakthrough,positive,0.74,37137,6111,2179,1271,9561
3310,2025-01-03,1,4,12,Finance,"investment today, and it was breakthrough",positive,0.9,1095,77,11,4,92
3311,2025-02-03,2,0,7,Social,Can we talk about pension? analysis,neutral,-0.12,103,4,1,0,5
3312,2025-03-16,3,6,16,Finance,My thoughts on stocks: profit,positive,0.31,2694,113,16,15,144
3313,2025-02-07,2,4,17,Food,Can we talk about BBQ? overpriced,negative,-0.5,71117,14830,2241,1601,18672
3314,2025-05-06,5,1,23,Entertainment,Anyone else think anime is trailer?,neutral,0.09,144,17,7,3,27
3315,2025-05-02,5,4,12,Food,Anyone else think dessert is not fresh?,negative,-0.66,532,118,55,31,204
3316,2025-01-22,1,2,11,Social,Just experienced housing - unfair!,negative,-0.58,2522,415,136,84,635
3317,2025-05-31,5,5,22,Technology,Huawei is really buggy,negative,-0.75,984,82,19,14,115
3318,2025-05-18,5,6,18,Finance,Anyone else think crypto is rally?,positive,0.5,153,26,9,4,39
3319,2025-05-05,5,0,9,Finance,Just experienced funds - market!,neutral,-0.09,10339,2516,764,515,3795
3320,2025-01-09,1,3,12,Finance,Can we talk about funds? recession,negative,-0.5,113559,13047,2760,1649,17456
3321,2025-01-08,1,2,19,Finance,My thoughts on stocks: volatile,negative,-0.78,1623,460,87,59,606
3322,2025-01-20,1,0,14,Food,Just experienced street food - fresh!,positive,0.97,179,41,7,7,55
3323,2025-03-28,3,4,7,Technology,Can we talk about chip? features,neutral,0.09,49,11,4,1,16
3324,2025-04-27,4,6,23,Entertainment,"Disney today, and it was premiere",neutral,0.11,1837,267,130,71,468
3325,2025-01-28,1,1,10,Food,street food is really bad service,negative,-0.32,9974,2304,259,137,2700
3326,2025-01-18,1,5,9,Social,Can we talk about health? hopeful,positive,0.52,2836,840,346,103,1289
3327,2025-01-06,1,0,19,Social,My thoughts on health: support,positive,0.37,1091,312,154,58,524
3328,2025-02-02,2,6,21,Entertainment,Can we talk about game? boring,negative,-0.33,337,78,17,22,117
3329,2025-01-05,1,6,6,Technology,"phone today, and it was breakthrough",positive,0.36,123,36,10,5,51
3330,2025-06-18,6,2,13,Technology,My thoughts on self-driving: amazing,positive,0.79,5822,554,229,31,814
3331,2025-06-07,6,5,7,Technology,Anyone else think phone is update?,neutral,0.04,6819,1798,652,205,2655
3332,2025-01-26,1,6,22,Finance,Just experienced bitcoin - loss!,negative,-0.64,49,11,3,2,16
3333,2025-01-06,1,0,12,Food,Can we talk about coffee? bad service,negative,-0.8,26361,2423,753,184,3360
3334,2025-03-09,3,6,9,Technology,Can we talk about AI? overpriced,negative,-0.83,3456,958,359,243,1560
3335,2025-05-02,5,4,20,Social,My thoughts on transport: hopeful,positive,0.36,18019,477,94,52,623
3336,2025-05-01,5,3,16,Entertainment,game is really box office,neutral,0.18,74,7,3,1,11
3337,2025-02-01,2,5,8,Technology,Just experienced blockchain - leading!,positive,0.41,71,2,0,0,2
3338,2025-01-03,1,4,12,Technology,Just experienced blockchain - specs!,neutral,-0.28,814,123,24,18,165
3339,2025-03-21,3,4,20,Technology,Xiaomi is really amazing,positive,0.98,2997,260,93,40,393
3340,2025-06-21,6,5,19,Social,Anyone else think transport is analysis?,neutral,0.04,39843,1970,807,157,2934
3341,2025-06-06,6,4,8,Technology,Anyone else think self-driving is update?,neutral,0.04,4501,451,177,69,697
3342,2025-03-23,3,6,17,Social,Can we talk about transport? analysis,neutral,-0.04,674,111,17,20,148
3343,2025-01-09,1,3,23,Technology,"robot today, and it was leading",positive,0.52,140,8,1,0,9
3344,2025-06-21,6,5,11,Entertainment,Can we talk about Marvel? amazing,positive,0.79,12835,2870,1008,771,4649
3345,2025-05-08,5,3,20,Social,Just experienced work-life - support!,positive,0.33,159,34,10,6,50
3346,2025-06-30,6,0,15,Finance,Can we talk about funds? bullish,positive,0.43,28479,6076,1804,1036,8916
3347,2025-03-20,3,3,6,Finance,My thoughts on bitcoin: wealth,positive,0.47,620,82,34,5,121
3348,2025-04-22,4,1,17,Entertainment,"concert today, and it was disappointing",negative,-0.79,26401,1227,486,201,1914
3349,2025-06-16,6,0,9,Finance,"funds today, and it was volatile",negative,-0.75,4263,1112,401,161,1674
3350,2025-04-03,4,3,19,Technology,Can we talk about Huawei? breakthrough,positive,0.41,833,69,33,16,118
3351,2025-02-26,2,2,6,Technology,Just experienced robot - update!,neutral,0.21,388,19,6,2,27
3352,2025-03-17,3,0,12,Entertainment,game is really amazing,positive,0.79,554,37,13,9,59
3353,2025-05-30,5,4,22,Technology,GPT is really leading,positive,0.98,2582,248,91,49,388
3354,2025-02-09,2,6,21,Entertainment,anime is really incredible,positive,0.7,1279,267,52,19,338
3355,2025-03-20,3,3,17,Social,My thoughts on environment: support,positive,0.95,334,61,24,8,93
3356,2025-01-28,1,1,10,Finance,Just experienced funds - analysis!,neutral,0.14,787,120,53,26,199
3357,2025-03-13,3,3,12,Entertainment,concert is really classic,positive,0.95,1283,348,57,69,474
3358,2025-04-15,4,1,14,Entertainment,anime is really box office,neutral,-0.24,15,4,0,0,4
3359,2025-02-11,2,1,9,Food,My thoughts on boba tea: amazing,positive,0.37,2741,466,89,32,587
3360,2025-06-04,6,2,16,Food,street food is really must-try,positive,0.67,154,8,2,1,11
3361,2025-04-18,4,4,12,Social,"housing today, and it was positive",positive,0.85,109,16,6,1,23
3362,2025-02-04,2,1,19,Entertainment,Netflix is really must-watch,positive,0.44,37,8,2,0,10
3363,2025-02-05,2,2,8,Finance,Just experienced bitcoin - crash!,negative,-0.97,30,3,0,0,3
3364,2025-05-26,5,0,16,Entertainment,Anyone else think game is premiere?,neutral,-0.07,72,14,3,3,20
3365,2025-01-07,1,1,12,Technology,Can we talk about chip? poor quality,negative,-0.83,265,30,3,5,38
3366,2025-01-14,1,1,20,Technology,Just experienced blockchain - overhyped!,negative,-0.31,54530,8077,1484,874,10435
3367,2025-02-19,2,2,15,Finance,Just experienced funds - forecast!,neutral,-0.01,383,102,21,7,130
3368,2025-06-28,6,5,6,Social,work-life is really support,positive,0.72,1564,27,4,5,36
3369,2025-06-10,6,1,9,Technology,Xiaomi is really amazing,positive,0.69,2442,362,162,103,627
3370,2025-06-14,6,5,10,Social,Can we talk about transport? analysis,neutral,-0.15,1425,303,99,73,475
3371,2025-06-09,6,0,20,Technology,Can we talk about self-driving? exciting,positive,0.93,939,149,42,20,211
3372,2025-05-22,5,3,6,Entertainment,Just experienced concert - trailer!,neutral,-0.18,100,16,1,2,19
3373,2025-03-13,3,3,20,Food,Just experienced coffee - amazing!,positive,0.31,19967,904,170,50,1124
3374,2025-05-05,5,0,6,Social,My thoughts on transport: anxious,negative,-0.51,40716,4239,1581,570,6390
3375,2025-06-08,6,6,18,Social,Just experienced environment - expensive!,negative,-0.97,37,9,2,2,13
3376,2025-04-20,4,6,15,Entertainment,My thoughts on concert: must-watch,positive,0.42,141,40,5,11,56
3377,2025-06-19,6,3,14,Finance,Can we talk about funds? wealth,positive,0.49,626,65,7,18,90
3378,2025-03-17,3,0,15,Food,My thoughts on coffee: amazing,positive,0.76,159,29,5,5,39
3379,2025-01-09,1,3,19,Technology,Anyone else think self-driving is price?,neutral,-0.03,3016,416,190,79,685
3380,2025-03-11,3,1,18,Social,Anyone else think transport is survey?,neutral,-0.11,255,48,23,3,74
3381,2025-01-24,1,4,20,Social,My thoughts on housing: data,neutral,-0.13,83292,13006,4551,2773,20330
3382,2025-02-10,2,0,19,Social,work-life is really data,neutral,-0.27,11862,1077,199,280,1556
3383,2025-03-08,3,5,6,Finance,Anyone else think investment is wealth?,positive,1.0,1677,494,244,78,816
3384,2025-03-30,3,6,18,Entertainment,Just experienced anime - incredible!,positive,0.44,8552,254,77,41,372
3385,2025-01-13,1,0,13,Finance,My thoughts on economy: wealth,positive,0.4,10014,2521,1032,718,4271
3386,2025-05-08,5,3,11,Social,work-life is really analysis,neutral,0.28,354,15,3,4,22
3387,2025-03-29,3,5,9,Food,hotpot is really delicious,positive,0.69,214,30,9,5,44
3388,2025-04-08,4,1,6,Entertainment,Can we talk about concert? masterpiece,positive,0.84,1282,20,6,4,30
3389,2025-06-05,6,3,14,Food,My thoughts on dessert: must-try,positive,0.59,6144,143,68,8,219
3390,2025-02-18,2,1,23,Technology,blockchain is really price,neutral,-0.1,1448,66,20,10,96
3391,2025-04-23,4,2,7,Entertainment,"Netflix today, and it was box office",neutral,0.22,46,11,1,1,13
3392,2025-03-03,3,0,14,Entertainment,Can we talk about anime? amazing,positive,0.88,220,17,4,5,26
3393,2025-03-14,3,4,18,Finance,Anyone else think crypto is bullish?,positive,0.92,945,63,20,4,87
3394,2025-04-02,4,2,6,Technology,My thoughts on phone: specs,neutral,0.22,942,253,96,63,412
3395,2025-05-15,5,3,15,Finance,Can we talk about investment? breakthrough,positive,0.6,56674,3019,1220,697,4936
3396,2025-03-06,3,3,21,Technology,"chip today, and it was great",positive,0.74,68,2,0,0,2
3397,2025-06-12,6,3,22,Technology,Can we talk about blockchain? exciting,positive,0.42,3014,170,30,17,217
3398,2025-01-07,1,1,10,Food,hotpot is really location,neutral,0.04,21552,304,115,24,443
3399,2025-03-31,3,0,17,Social,Anyone else think environment is hopeful?,positive,0.48,103042,13578,6374,2318,22270
3400,2025-04-08,4,1,13,Finance,Just experienced economy - analysis!,neutral,0.09,488,60,13,9,82
3401,2025-04-13,4,6,20,Social,My thoughts on environment: report,neutral,-0.04,2930,446,184,96,726
3402,2025-03-06,3,3,10,Finance,Can we talk about crypto? breakthrough,positive,0.57,3427,511,131,97,739
3403,2025-03-21,3,4,21,Technology,Can we talk about blockchain? specs,neutral,0.05,1621,171,39,16,226
3404,2025-02-04,2,1,20,Entertainment,"Marvel today, and it was incredible",positive,0.65,899,163,48,48,259
3405,2025-06-25,6,2,11,Entertainment,concert is really release,neutral,-0.04,2622,558,136,33,727
3406,2025-06-25,6,2,10,Social,Anyone else think pension is anxious?,negative,-0.7,6,0,0,0,0
3407,2025-02-11,2,1,12,Entertainment,My thoughts on concert: premiere,neutral,-0.28,4290,1038,140,116,1294
3408,2025-01-21,1,1,14,Technology,"AI today, and it was specs",neutral,0.19,1411,58,8,15,81
3409,2025-03-23,3,6,18,Social,Can we talk about transport? expensive,negative,-0.63,702,82,31,11,124
3410,2025-03-06,3,3,16,Technology,phone is really exciting,positive,0.62,65757,7264,2782,1313,11359
3411,2025-04-27,4,6,17,Technology,"Tesla today, and it was overpriced",negative,-0.54,284,61,8,6,75
3412,2025-02-22,2,5,17,Food,"coffee today, and it was price",neutral,0.09,489,119,37,29,185
3413,2025-06-17,6,1,18,Finance,My thoughts on economy: portfolio,neutral,-0.26,58871,9703,1517,2776,13996
3414,2025-04-21,4,0,15,Food,"dessert today, and it was review",neutral,0.3,207,9,3,2,14
3415,2025-06-25,6,2,17,Social,pension is really difficult,negative,-0.44,364,102,21,16,139
3416,2025-05-25,5,6,8,Finance,"crypto today, and it was loss",negative,-0.7,817,180,61,53,294
3417,2025-01-15,1,2,10,Finance,Anyone else think crypto is profit?,positive,0.72,5892,1220,608,156,1984
3418,2025-02-02,2,6,8,Finance,Anyone else think crypto is rally?,positive,0.37,1661,76,33,10,119
3419,2025-03-11,3,1,18,Social,Can we talk about inflation? unfair,negative,-0.42,82,10,1,0,11
3420,2025-06-23,6,0,10,Entertainment,Anyone else think Netflix is boring?,negative,-0.58,378,42,12,5,59
3421,2025-01-04,1,5,22,Entertainment,Anyone else think Marvel is amazing?,positive,0.97,325,25,8,3,36
3422,2025-03-14,3,4,7,Finance,Can we talk about funds? profit,positive,0.4,939,153,26,43,222
3423,2025-03-05,3,2,20,Entertainment,Anyone else think Marvel is classic?,positive,0.82,2570,727,222,191,1140
3424,2025-06-08,6,6,11,Technology,Just experienced 5G - great!,positive,0.36,2531,34,9,7,50
3425,2025-05-06,5,1,17,Technology,Anyone else think AI is great?,positive,0.83,31,4,1,0,5
3426,2025-05-02,5,4,9,Entertainment,Just experienced anime - boring!,negative,-0.69,9208,2620,615,334,3569
3427,2025-03-28,3,4,10,Entertainment,anime is really box office,neutral,-0.04,1817,487,96,50,633
3428,2025-03-30,3,6,14,Social,Anyone else think health is progress?,positive,0.97,17484,473,168,48,689
3429,2025-05-01,5,3,16,Finance,investment is really profit,positive,0.61,2666,505,200,148,853
3430,2025-05-25,5,6,7,Social,My thoughts on work-life: analysis,neutral,-0.17,9923,300,45,79,424
3431,2025-04-24,4,3,17,Technology,Anyone else think robot is review?,neutral,-0.21,2788,308,60,69,437
3432,2025-01-23,1,3,7,Entertainment,Just experienced game - trailer!,neutral,-0.25,16194,2141,790,633,3564
3433,2025-01-12,1,6,18,Finance,Anyone else think economy is portfolio?,neutral,0.06,3116,34,7,3,44
3434,2025-02-11,2,1,8,Entertainment,Can we talk about game? masterpiece,positive,0.45,901,204,66,50,320
3435,2025-02-08,2,5,22,Entertainment,Anyone else think movie is amazing?,positive,0.62,103245,5977,2723,958,9658
3436,2025-04-25,4,4,7,Technology,"Huawei today, and it was leading",positive,0.66,6490,1799,409,306,2514
3437,2025-01-12,1,6,12,Social,"transport today, and it was progress",positive,0.33,3454,623,286,134,1043
3438,2025-03-26,3,2,21,Social,"inflation today, and it was positive",positive,0.95,85,7,1,1,9
3439,2025-03-12,3,2,15,Technology,My thoughts on blockchain: review,neutral,-0.16,83,20,7,2,29
3440,2025-01-17,1,4,16,Finance,Anyone else think crypto is wealth?,positive,0.5,1969,210,83,49,342
3441,2025-05-12,5,0,21,Technology,chip is really amazing,positive,0.87,1467,170,70,44,284
3442,2025-05-29,5,3,13,Entertainment,Can we talk about Disney? premiere,neutral,-0.08,321,41,17,2,60
3443,2025-04-12,4,5,8,Finance,Can we talk about funds? loss,negative,-0.6,1453,324,99,67,490
3444,2025-03-28,3,4,12,Technology,chip is really amazing,positive,0.81,26298,2956,1380,616,4952
3445,2025-01-18,1,5,7,Entertainment,My thoughts on anime: must-watch,positive,0.33,4406,407,193,51,651
3446,2025-05-05,5,0,6,Technology,Just experienced Tesla - review!,neutral,-0.17,111,6,2,0,8
3447,2025-06-21,6,5,17,Social,Anyone else think housing is support?,positive,0.92,877,57,9,11,77
3448,2025-02-04,2,1,16,Technology,Anyone else think blockchain is launch?,neutral,0.04,219,37,4,9,50
3449,2025-06-18,6,2,20,Technology,"internet today, and it was exciting",positive,0.95,505,151,32,26,209
3450,2025-04-21,4,0,23,Social,My thoughts on housing: support,positive,0.51,479,140,35,17,192
3451,2025-02-23,2,6,17,Technology,Just experienced blockchain - update!,neutral,0.08,421,67,20,18,105
3452,2025-06-12,6,3,18,Food,Can we talk about boba tea? hidden gem,positive,0.43,89,11,3,2,16
3453,2025-02-10,2,0,19,Entertainment,concert is really trailer,neutral,-0.1,849,128,45,16,189
3454,2025-01-15,1,2,13,Food,"street food today, and it was price",neutral,-0.02,357,78,16,7,101
3455,2025-04-01,4,1,18,Entertainment,My thoughts on anime: must-watch,positive,0.37,3,0,0,0,0
3456,2025-05-21,5,2,22,Technology,My thoughts on Tesla: breakthrough,positive,0.42,66565,8119,3211,1461,12791
3457,2025-06-04,6,2,13,Food,"BBQ today, and it was location",neutral,0.28,9677,2606,526,142,3274
3458,2025-04-20,4,6,13,Social,Anyone else think transport is discussion?,neutral,0.01,516,98,22,24,144
3459,2025-05-20,5,1,12,Social,"pension today, and it was progress",positive,0.91,1138,93,10,13,116
3460,2025-02-22,2,5,13,Entertainment,Just experienced Netflix - boring!,negative,-0.55,105,16,4,4,24
3461,2025-01-08,1,2,17,Social,Just experienced education - unfair!,negative,-0.89,32579,1051,195,184,1430
3462,2025-02-08,2,5,18,Technology,AI is really exciting,positive,0.37,48755,3545,1670,392,5607
3463,2025-06-01,6,6,11,Social,Anyone else think education is report?,neutral,0.16,1500,255,33,43,331
3464,2025-01-29,1,2,13,Technology,My thoughts on internet: overpriced,negative,-0.98,8493,535,127,29,691
3465,2025-05-28,5,2,9,Technology,My thoughts on blockchain: launch,neutral,-0.06,1557,330,34,74,438
3466,2025-03-29,3,5,11,Social,Anyone else think education is difficult?,negative,-0.74,75,19,8,4,31
3467,2025-05-11,5,6,8,Food,"BBQ today, and it was location",neutral,0.29,481,131,38,18,187
3468,2025-04-30,4,2,23,Entertainment,Can we talk about anime? premiere,neutral,-0.23,1427,418,51,95,564
3469,2025-03-07,3,4,22,Entertainment,Marvel is really classic,positive,0.93,441,11,3,2,16
3470,2025-05-26,5,0,9,Technology,Anyone else think AI is launch?,neutral,0.08,708,138,23,13,174
3471,2025-02-24,2,0,10,Entertainment,Just experienced game - premiere!,neutral,0.22,913,56,21,10,87
3472,2025-02-07,2,4,13,Social,work-life is really data,neutral,-0.2,932,186,21,16,223
3473,2025-02-25,2,1,9,Technology,"chip today, and it was buggy",negative,-0.88,1217,71,18,15,104
3474,2025-04-21,4,0,23,Finance,My thoughts on investment: profit,positive,0.38,131,38,10,9,57
3475,2025-03-27,3,3,11,Entertainment,"movie today, and it was classic",positive,0.52,261,16,4,1,21
3476,2025-05-27,5,1,16,Entertainment,Just experienced concert - classic!,positive,0.33,84,8,2,2,12
3477,2025-02-20,2,3,7,Technology,Can we talk about blockchain? review,neutral,-0.08,7751,251,77,61,389
3478,2025-05-09,5,4,21,Social,Can we talk about transport? improvement,positive,0.67,16,1,0,0,1
3479,2025-06-06,6,4,13,Entertainment,My thoughts on Marvel: masterpiece,positive,0.61,11016,1682,661,319,2662
